dataset_name,path,image,question_1,answer_1,question_2,answer_2,question_3,answer_3
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0308.jpg,Te-no_0308.jpg,Is there any abnormal growth in this MRI?,"No, there is no tumor present.",What is the detected tumor type?,No tumor present.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0309.jpg,Te-no_0309.jpg,Can you detect any tumor in this image?,Tumor not found in this image.,What does the scan indicate as tumor type?,No tumor present.,What image type is displayed here?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0310.jpg,Te-no_0310.jpg,Is the scan indicating the presence of a tumor?,"No, there is no tumor present.",What does the scan indicate as tumor type?,No tumor present.,In which direction is this MRI taken?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0311.jpg,Te-no_0311.jpg,Does this MRI show signs of a tumor?,There’s no abnormality in the image.,Identify the tumor type in this scan.,No tumor present.,What image type is displayed here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0312.jpg,Te-no_0312.jpg,Does this MRI show signs of a tumor?,There’s no abnormality in the image.,What does the scan indicate as tumor type?,No tumor present.,Which plane is shown in the image?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0313.jpg,Te-no_0313.jpg,Does this MRI image show a tumor?,There’s no abnormality in the image.,Which tumor type does this image show?,No tumor present.,Which plane is shown in the image?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0314.jpg,Te-no_0314.jpg,Can a tumor be observed in the image?,No tumor is detected here.,What does the scan indicate as tumor type?,No tumor present.,What is the imaging perspective?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0315.jpg,Te-no_0315.jpg,Can you detect any tumor in this image?,"No, there is no tumor present.",What kind of tumor is present in the image?,No tumor present.,What's the viewing angle here?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0316.jpg,Te-no_0316.jpg,Is there any abnormal growth in this MRI?,No growth is present.,Which tumor type does this image show?,No tumor present.,What image type is displayed here?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0317.jpg,Te-no_0317.jpg,Does this MRI image show a tumor?,The image is tumor-free.,What tumor subtype is this?,No tumor present.,Which anatomical plane is used?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0318.jpg,Te-no_0318.jpg,Can a tumor be observed in the image?,There’s no abnormality in the image.,What kind of tumor is present in the image?,No tumor present.,What image type is displayed here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0319.jpg,Te-no_0319.jpg,Is a tumor present in the scan provided?,The image does not show a tumor.,Can you tell the type of tumor shown?,No tumor present.,Can you name the scan view type?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0320.jpg,Te-no_0320.jpg,Can you detect any tumor in this image?,"No, there is no tumor present.",Which tumor type does this image show?,No tumor present.,What kind of image view is this?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0321.jpg,Te-no_0321.jpg,Does this MRI image show a tumor?,The image is tumor-free.,What is the classification of this tumor?,No tumor present.,Which plane is shown in the image?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0322.jpg,Te-no_0322.jpg,Does this MRI image show a tumor?,No tumor can be seen.,Specify the tumor type visible here.,No tumor present.,What's the viewing angle here?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0323.jpg,Te-no_0323.jpg,Does this brain image contain a tumor?,No tumor is detected here.,Specify the tumor type visible here.,No tumor present.,Which plane is shown in the image?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0324.jpg,Te-no_0324.jpg,Does this MRI image show a tumor?,No indication of tumor.,What specific tumor is present here?,No tumor present.,What kind of image view is this?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0325.jpg,Te-no_0325.jpg,Is there a tumor visible in this scan?,The image does not show a tumor.,Which tumor type does this image show?,No tumor present.,What image type is displayed here?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0326.jpg,Te-no_0326.jpg,Is there any abnormal growth in this MRI?,The scan appears normal.,What kind of tumor is present in the image?,No tumor present.,Identify the image orientation.,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0327.jpg,Te-no_0327.jpg,Is this an example of a tumorous brain scan?,The image does not show a tumor.,Specify the tumor type visible here.,No tumor present.,In which direction is this MRI taken?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0328.jpg,Te-no_0328.jpg,Does this MRI show signs of a tumor?,No tumor can be seen.,What kind of tumor is present in the image?,No tumor present.,What is the imaging perspective?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0329.jpg,Te-no_0329.jpg,Is the scan indicating the presence of a tumor?,No tumor can be seen.,What does the scan indicate as tumor type?,No tumor present.,What kind of image view is this?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0330.jpg,Te-no_0330.jpg,Does this brain image contain a tumor?,The image does not show a tumor.,Specify the tumor type visible here.,No tumor present.,What kind of image view is this?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0331.jpg,Te-no_0331.jpg,Can you detect any tumor in this image?,"No, there is no tumor present.",Can you tell the type of tumor shown?,No tumor present.,In which direction is this MRI taken?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0332.jpg,Te-no_0332.jpg,Can a tumor be observed in the image?,No indication of tumor.,Which tumor type does this image show?,No tumor present.,What image type is displayed here?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0333.jpg,Te-no_0333.jpg,Does this MRI show signs of a tumor?,No growth is present.,Which tumor type does this image show?,No tumor present.,Which anatomical plane is used?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0334.jpg,Te-no_0334.jpg,Does this MRI show signs of a tumor?,No growth is present.,What is the detected tumor type?,No tumor present.,Which anatomical plane is used?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0335.jpg,Te-no_0335.jpg,Can a tumor be observed in the image?,No growth is present.,What is the detected tumor type?,No tumor present.,What image type is displayed here?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0336.jpg,Te-no_0336.jpg,Can you detect any tumor in this image?,No tumor can be seen.,What is the detected tumor type?,No tumor present.,In which direction is this MRI taken?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0337.jpg,Te-no_0337.jpg,Does this MRI show signs of a tumor?,No tumor is detected here.,Can you tell the type of tumor shown?,No tumor present.,Which plane is shown in the image?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0338.jpg,Te-no_0338.jpg,Is a tumor present in the scan provided?,No growth is present.,What tumor subtype is this?,No tumor present.,What kind of image view is this?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0339.jpg,Te-no_0339.jpg,Does this MRI image show a tumor?,There’s no abnormality in the image.,Identify the tumor type in this scan.,No tumor present.,Identify the image orientation.,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0340.jpg,Te-no_0340.jpg,Is this an example of a tumorous brain scan?,There’s no abnormality in the image.,Can you tell the type of tumor shown?,No tumor present.,Which plane is shown in the image?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0341.jpg,Te-no_0341.jpg,Can a tumor be observed in the image?,No growth is present.,Can you tell the type of tumor shown?,No tumor present.,What image type is displayed here?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0342.jpg,Te-no_0342.jpg,Is this an example of a tumorous brain scan?,No tumor can be seen.,What does the scan indicate as tumor type?,No tumor present.,What's the viewing angle here?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0343.jpg,Te-no_0343.jpg,Can a tumor be observed in the image?,"No, there is no tumor present.",Specify the tumor type visible here.,No tumor present.,Can you name the scan view type?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0344.jpg,Te-no_0344.jpg,Does this MRI image show a tumor?,Tumor not found in this image.,Which tumor type does this image show?,No tumor present.,Identify the image orientation.,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0345.jpg,Te-no_0345.jpg,Is the scan indicating the presence of a tumor?,The image does not show a tumor.,What is the detected tumor type?,No tumor present.,What kind of image view is this?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0346.jpg,Te-no_0346.jpg,Can you detect any tumor in this image?,"No, there is no tumor present.",What does the scan indicate as tumor type?,No tumor present.,What's the viewing angle here?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0347.jpg,Te-no_0347.jpg,Is there a tumor visible in this scan?,There’s no abnormality in the image.,Specify the tumor type visible here.,No tumor present.,What is the view type of this image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0348.jpg,Te-no_0348.jpg,Does this MRI image show a tumor?,No tumor is detected here.,What specific tumor is present here?,No tumor present.,What is the imaging perspective?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0349.jpg,Te-no_0349.jpg,Does this MRI show signs of a tumor?,There’s no abnormality in the image.,Identify the tumor type in this scan.,No tumor present.,What kind of image view is this?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0350.jpg,Te-no_0350.jpg,Does this MRI show signs of a tumor?,No growth is present.,Which tumor type does this image show?,No tumor present.,What image type is displayed here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0351.jpg,Te-no_0351.jpg,Is the scan indicating the presence of a tumor?,No tumor can be seen.,Specify the tumor type visible here.,No tumor present.,What kind of image view is this?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0352.jpg,Te-no_0352.jpg,Does this brain image contain a tumor?,No tumor is detected here.,What specific tumor is present here?,No tumor present.,What image type is displayed here?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0353.jpg,Te-no_0353.jpg,Can you detect any tumor in this image?,Tumor not found in this image.,What specific tumor is present here?,No tumor present.,In which direction is this MRI taken?,Scan is from axial direction.
