id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output
247,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(82).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Can a tumor be observed in the image?,No tumor is detected here.,No tumor is detected here.
248,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(82).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What specific tumor is present here?,No tumor present.,No tumor present.
249,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(82).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",In which direction is this MRI taken?,Sagittal type image.,Sagittal perspective image.
250,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(83).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Is a tumor present in the scan provided?,The scan appears normal.,No tumor is detected here.
251,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(83).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Can you tell the type of tumor shown?,No tumor present.,No tumor present.
252,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(83).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Which plane is shown in the image?,View type: axial.,Axial plane is shown.
253,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(84).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Can a tumor be observed in the image?,The scan appears normal.,No tumor can be seen.
254,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(84).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What is the classification of this tumor?,No tumor present.,No tumor present.
255,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(84).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What's the viewing angle here?,Axial type image.,Axial plane is shown.
256,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(85).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Is this an example of a tumorous brain scan?,"No, there is no tumor present.",No tumor is detected here.
257,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(85).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",What is the classification of this tumor?,No tumor present.,No tumor present.
258,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(85).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",What image type is displayed here?,Axial plane is shown.,Axial perspective image.
259,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(86).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Can a tumor be observed in the image?,No tumor can be seen.,No tumor is detected here.
260,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(86).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Specify the tumor type visible here.,No tumor present.,No tumor present.
261,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(86).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Which plane is shown in the image?,Axial perspective image.,Axial type image.
262,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(87).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Is there any abnormal growth in this MRI?,The image does not show a tumor.,"Yes, tumor identified."
263,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(87).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",What specific tumor is present here?,No tumor present.,No tumor present.
264,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(87).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Can you name the scan view type?,This is an axial view.,Axial perspective image.
265,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(88).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Can you detect any tumor in this image?,No indication of tumor.,No tumor is detected here.
266,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(88).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",What specific tumor is present here?,No tumor present.,No tumor present.
267,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(88).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",In which direction is this MRI taken?,View type: axial.,Orientation: axial.
268,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(89).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Is the scan indicating the presence of a tumor?,"No, there is no tumor present.","Yes, tumor identified."
269,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(89).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",What specific tumor is present here?,No tumor present.,No tumor present.
270,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(89).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Which anatomical plane is used?,Scan is from axial direction.,Axial type image.
271,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(90).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Is there any abnormal growth in this MRI?,The scan appears normal.,No indication of tumor.
272,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(90).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",What is the classification of this tumor?,No tumor present.,No tumor present.
273,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(90).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Which plane is shown in the image?,Axial slice is shown.,Axial plane is shown.
274,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(91).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.Is a tumor present in the scan provided?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D125FB6980>]}}",Does this brain image contain a tumor?,Tumor not found in this image.,No tumor is detected here.
